statut_amm,statut_commercialisation,specialite,dosage,forme,presentation,pp_gn,substance_active,classe_therapeutique,epi,ppv,ph,pfht,code,tva
AMM ENREGISTREE,Commercialisé,KOVALTRY,1000UI,POUDRE EN FLACON ET SOLVANT POUR SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE UNITAIRE AVEC UN FLACON DE POUDRE ET SERINGUE PREREMPLIE DU SOLVANT,PP,OCTOCOG Alfa (rFVIII),CANCEROLOGIE - HEMATOLOGIE,BAYER S.A,4795,4524,"4309,34",7933,
AMM ENREGISTREE,Non Commercialisé,DYMISTA,137 µG  /  50 µG,SUSPENSION POUR PULVERISATION NASALE,BOITE D'UN FLACN DE 23G DE SUSPENSION EN FLACON DE 25ML (ENVIRON 120 DOSES),PP,"AZELASTINE CHLORHYDRATE
FUTICASONE PROPIONATE",OTO-RHINO-LARYNGOLOGIE,VIATRIS PHARMACEUTICALS,204,"127,8","121,74",7934,
AMM ENREGISTREE,Commercialisé,ARTROFOR,"1,5G",POUDRE POUR SOLUTION BUVABLE EN SACHET,BOITE DE 30 SACHETS,GN,GLUCOSAMINE SULPHATE,RHUMATOLOGIE,ZENITH PHARMA,"129,9","81,2","77,33",7935,
AMM ENREGISTREE,Non Commercialisé,DOLOSTOP,1000 MG,SUPPOSITOIRES,BOITE DE 10,GN,PARACETAMOL,ANESTHESIE - REANIMATION,PHARMA 5,"13,4","8,4","8,01",7936,
AMM ENREGISTREE,Commercialisé / AO,FODIM,250 MG,POUDRE POUR SOLUTION IJECTABLE (IM-IV),BOITE D'UN FLACON DE 10ML,GN,CEFTAZIDIME PENTAHYDRATEE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,"32,2","20,2","19,2",7937,
AMM ENREGISTREE,Commercialisé / AO,FODIM,500 MG,POUDRE POUR SOLUTION IJECTABLE (IM-IV),BOITE D'UN FLACON DE 10ML,GN,CEFTAZIDIME PENTAHYDRATEE,0,PHARMA 5,"56,1","35,1","33,4",7938,
AMM ENREGISTREE,Non Commercialisé,HYPURIC,120 MG,COMPRIMES PELLICULES,BOITE DE 14,GN,FEBUXOSTAT,RHUMATOLOGIE,PHI,"91,7","57,3","54,58",7939,
AMM ENREGISTREE,Non Commercialisé,HYPURIC,120 MG,COMPRIMES PELLICULES,BOITE DE 28,GN,FEBUXOSTAT,RHUMATOLOGIE,PHI,"163,7","102,3","97,47",7940,
AMM ENREGISTREE,Non Commercialisé,HYPURIC,80 MG,COMPRIMES PELLICULES,BOITE DE 14,GN,FEBUXOSTAT,RHUMATOLOGIE,PHI,"84,1","52,6","50,08",7941,
AMM ENREGISTREE,Non Commercialisé,HYPURIC,80 MG,COMPRIMES PELLICULES,BOITE DE 28,GN,FEBUXOSTAT,RHUMATOLOGIE,PHI,"158,9","99,3","94,58",7942,
AMM ENREGISTREE,Non Commercialisé,MOXAM,400 MG,COMPRIMES PELLICULES,BOITE DE 4,GN,MOXIFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,RIM PHARMA,"130,3","81,5","77,59",7943,
AMM ENREGISTREE,Non Commercialisé,MOXAM,400 MG,COMPRIMES PELLICULES,BOITE DE 7,GN,MOXIFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,RIM PHARMA,"182,5",114,"108,62",7944,
AMM ENREGISTREE,Commercialisé / AO,OCEDOX,100  MG,COMPRIME PELLICULE,BOITE DE 20,GN,CEFPODOXIME PROXETIL,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHARMA 5,"132,8",83,"79,04",7945,
AMM ENREGISTREE,Non Commercialisé,PREJECT,30 MG,COMPRIMES ENROBES,BOITE DE 1,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,"41,5","25,9","24,7",7946,
AMM ENREGISTREE,Non Commercialisé,PREJECT,30 MG,COMPRIMES ENROBES,BOITE DE 2,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,"72,9","45,6","43,4",7947,
AMM ENREGISTREE,Non Commercialisé,PREJECT,30 MG,COMPRIMES ENROBES,BOITE DE 3,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,"107,1","66,9","63,75",7948,
AMM ENREGISTREE,Non Commercialisé,PREJECT,30 MG,COMPRIMES ENROBES,BOITE DE 6,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,209,"130,7","124,53",7949,
AMM ENREGISTREE,Non Commercialisé,PREJECT,60 MG,COMPRIMES ENROBES,BOITE DE 1,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,"41,5","25,9","24,7",7950,
AMM ENREGISTREE,Non Commercialisé,PREJECT,60 MG,COMPRIMES ENROBES,BOITE DE 2,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,"72,9","45,6","43,4",7951,
AMM ENREGISTREE,Non Commercialisé,PREJECT,60 MG,COMPRIMES ENROBES,BOITE DE 3,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,"107,1","66,9","63,75",7952,
AMM ENREGISTREE,Non Commercialisé,PREJECT,60 MG,COMPRIMES ENROBES,BOITE DE 6,GN,DAPOXETINE HYDROCHLORIDE,UROLOGIE - NEPHROLOGIE,PROMOPHARM S.A,209,"130,7","124,53",7953,
AMM ENREGISTREE,Commercialisé,UNILUX,300 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 1 FLACON DE 100 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,219,"137,5","130,92",7954,
AMM ENREGISTREE,Commercialisé,UNILUX,300 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 1 FLACON DE 50 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,"135,6","84,7","80,71",7955,
AMM ENREGISTREE,Non Commercialisé,UNILUX,300 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 10 FLACON DE 100 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,1190,916,"872,83",7956,
AMM ENREGISTREE,Non Commercialisé,UNILUX,300 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 10 FLACON DE 50 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,784,521,"496,74",7957,
AMM ENREGISTREE,Commercialisé,UNILUX,370 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 1 FLACON DE 100 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,256,"160,2","152,55",7958,
AMM ENREGISTREE,Commercialisé,UNILUX,370 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 1 FLACON DE 50 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,"145,8","91,1","86,79",7959,
AMM ENREGISTREE,Non Commercialisé,UNILUX,370 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 10 FLACON DE 100 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,1337,1067,"1017,09",7960,
AMM ENREGISTREE,Non Commercialisé,UNILUX,370 MG /  ML,SOLUTION INJECTABLE EN FLACON,BOITE DE 10 FLACON DE 50 ML,GN,IOPAMIDOL,DIAGNOSTIC  - IMAGERIE,PHARMAPROM,843,560,"534,15",7961,
AMM ENREGISTREE,Non Commercialisé,TECFIDERA,120 MG,GELULES GASTRO-RESISTANTES,BOITE DE 14,PP,DIMETHYL FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,1376,1108,"1055,82",7962,
AMM ENREGISTREE,Non Commercialisé,TECFIDERA,240 MG,GELULES GASTRO-RESISTANTES,BOITE DE 56,PP,DIMETHYL FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,8781,8616,"8216,94",7963,
AMM ENREGISTREE,Commercialisé,TECENTRIQ,840 MG / 14 ML,SOLUTION A DILUER POUR PERFUSION EN FLACON,BOITE UNITAIRE,PP,ATEZOLIZUMAB,CANCEROLOGIE - HEMATOLOGIE,ROCHE S.A,27015,26493,"26093,47",7964,
AMM ENREGISTREE,Commercialisé,HALDOL,2  MG /  ML,SOLUTION BUVABLE,BOITE D'UN FLACON DE 30 ML AVEC COMPTE-GOUTTES,PP,HALOPERIDOL,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"24,7","15,4","14,68",7965,
AMM ENREGISTREE,Commercialisé / AO,INDAPAMIDE PHARMA5,"2,5  MG",COMPRIME PELLICULE,BOITE DE 30,GN,INDAPAMIDE,CARDIOLOGIE - ANGEIOLOGIE,PHARMA 5,44,"27,5","26,19",7966,
AMM ENREGISTREE,Commercialisé / AO,INDAPAMIDE PHARMA5,"2,5  MG",COMPRIME PELLICULE,BOITE DE 60,GN,INDAPAMIDE,CARDIOLOGIE - ANGEIOLOGIE,PHARMA 5,"77,4","48,4","46,09",7967,
AMM ENREGISTREE,Commercialisé / AO,INDAPAMIDE PHARMA5,"2,5  MG",COMPRIME PELLICULE,BOITE DE 90,GN,INDAPAMIDE,CARDIOLOGIE - ANGEIOLOGIE,PHARMA 5,"113,5","70,9","67,57",7968,
AMM ENREGISTREE,Commercialisé / AO,OCEDOX,100  MG,COMPRIME PELLICULE,BOITE DE 10,GN,CEFPODOXIME PROXETIL,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHARMA 5,"75,4","47,1","44,91",7969,
AMM ENREGISTREE,Commercialisé / AO,OCEDOX,40  MG  /  5 ML,GRANULES POUR SUSPENSION BUVABLE,FLACON DE 100 ML,GN,CEFPODOXIME PROXETIL,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHARMA 5,"70,1","43,8","41,73",7970,
AMM ENREGISTREE,Commercialisé / AO,OCEDOX,41  MG  /  5 ML,GRANULES POUR SUSPENSION BUVABLE,BOITE DE 50 ML,GN,CEFPODOXIME PROXETIL,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHARMA 5,53,"33,1","31,54",7971,
AMM ENREGISTREE,Non Commercialisé,GLITAVIA,25  MG,COMPRIME PELLICULE,BOITE DE 30,GN,SITAGLIPTINE PHOSPHATE MONOHYDRATE,METABOLISME- DIABETE - NUTRITION,RIM PHARMA,"105,2","65,8","62,63",7972,
AMM ENREGISTREE,Non Commercialisé,GLITAVIA,50  MG,COMPRIME PELLICULE,BOITE DE 30,GN,SITAGLIPTINE PHOSPHATE MONOHYDRATE,METABOLISME- DIABETE - NUTRITION,RIM PHARMA,205,"128,6","122,46",7973,
AMM ENREGISTREE,Non Commercialisé,GLITAVIA,100  MG,COMPRIME PELLICULE,BOITE DE 30,GN,SITAGLIPTINE PHOSPHATE MONOHYDRATE,METABOLISME- DIABETE - NUTRITION,RIM PHARMA,268,168,"159,97",7974,
AMM ENREGISTREE,Commercialisé / AO,DOXORUBICIN NAPROD,10  MG,POUDRE POUR SOLUTION INJECTABLE EN FLACON A RECONSTITUER PAR 5 ML DE SOLUTION,BOITE DE 1,GN,DOXORUBICINE,CANCEROLOGIE-HEMATOLOGIE,NOVOPHARMA,"91,5","57,2","54,46",7975,
AMM ENREGISTREE,Commercialisé / AO,DOXORUBICIN NAPROD,50  MG,POUDRE POUR SOLUTION INJECTABLE EN FLACON A RECONSTITUER PAR 25 ML DE SOLUTION,BOITE DE 1,GN,DOXORUBICINE,CANCEROLOGIE-HEMATOLOGIE,NOVOPHARMA,409,272,"259,24",7976,
AMM ENREGISTREE,Commercialisé / AO,FODIM,1 G,POUDRE POUR SOLUTION INJECTABLE (IM / IV),BOITE DE 1 FLACON DE 10 ML,GN,CEFTAZIDIME PENTAHYDRATEE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,"97,6",61,"58,08",7977,
AMM ENREGISTREE,Commercialisé / AO,FODIM,2 G,POUDRE POUR SOLUTION INJECTABLE (IM / IV),BOITE DE 1 FLACON DE 10 ML,GN,CEFTAZIDIME PENTAHYDRATEE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,"172,6","107,9","102,75",7978,
AMM ENREGISTREE,Commercialisé,VALMEP,10  MG  /  160  MG,COMPRIMES PELLICULES,BOITE DE 30,GN,AMLODIPINE / VALSARTAN,CARDIOLOGIE - ANGEIOLOGIE,COOPER PHARMA,"164,6","102,9",98,7979,
AMM ENREGISTREE,Non Commercialisé,GAVISCON DOUBLE ACTION MENTHE,0,SUSPENSION BUVABLE EN FLACON,FLACON DE 150 ML,PP,ALGINATE DE SODIUM // BICARBONATE DE SODIUM,GASTRO-ENTEROLOGIE,PHI,63,"39,4","37,52",7980,
AMM ENREGISTREE,Non Commercialisé,GAVISCON DOUBLE ACTION,0,COMPRIMES,BOITE DE 12,PP,ALGINATE DE SODIUM // BICARBONATE DE SODIUM,GASTRO-ENTEROLOGIE,PHI,"37,8","23,6","22,51",7981,
AMM ENREGISTREE,Non Commercialisé,GAVISCON DOUBLE ACTION,0,COMPRIMES,BOITE DE 16,PP,ALGINATE DE SODIUM // BICARBONATE DE SODIUM,GASTRO-ENTEROLOGIE,PHI,"51,1","31,9","30,43",7982,
AMM ENREGISTREE,Commercialisé / AO,ROTASIIL,"10 5,6 UFF  /  SEROTYPE",LYOPHILISAT A RECONSTITUER AVEC UN SOLVANT POUR ADMINISTRATION ORALE EN FLACON DE 10 ML,"BOITE DE 1 FLACON UNIDOSE DE LYOPHILISAT ET FLACON DE 2,5 ML DE SOLVANT SERINGUE ET UN ADAPTATEUR",PP,"ROTAVIRUS REASSORTI BOVIN HUMAIN VIVANT ATTENUE (G1,G2,G3,G4 ET G9)",INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,IPM,"162,8","101,7","96,91",7983,
AMM ENREGISTREE,Commercialisé,CETRAXAL PLUS,"3  MG  /  0,25  MG",SOLUTION AURICULAIRE,BOITE DE 1 FLACON DE 10 ML,PP,CIPROFLOXACINE // FLUCINOLONE,OTO-RHINO-LARYNGOLOGIE,ZENITH PHARMA,"89,9","56,2","53,54",7984,
AMM ENREGISTREE,Commercialisé / AO,TRALGIC FORT,"37,5  MG  /  325  MG",COMPRIME EFFERVESCENT,BOITE DE 10,GN,TRAMADOL (CHLORHYDRATE) // PARACETAMOL,ANESTHESIE - REANIMATION,PHARMA 5,"17,8","11,1","10,59",7985,
AMM ENREGISTREE,Commercialisé / AO,TRALGIC FORT,"37,5  MG  /  325  MG",COMPRIME EFFERVESCENT,BOITE DE 20,GN,TRAMADOL (CHLORHYDRATE) // PARACETAMOL,ANESTHESIE - REANIMATION,PHARMA 5,"31,8","19,8","18,91",7986,
AMM ENREGISTREE,Non Commercialisé,HUMIRA,"20  MG  /  0,2  ML",SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE DE 2,PP,ADALIMUMAB,DERMATOLOGIE - VENEROLOGIE,MAPHAR,3262,2946,"2805,96",7987,
AMM ENREGISTREE,Non Commercialisé,HUMIRA,80  MG  /  08  ML,SOLUTION INJECTABLE EN SERINGUE  PRE-REMPLIE,BOITE DE 1,PP,ADALIMUMAB,DERMATOLOGIE - VENEROLOGIE,MAPHAR,6124,5892,"5611,87",7988,
AMM ENREGISTREE,Commercialisé,TREMFYA,100  MG,SOLUTION INJECTABLE EN STYLO PRE-REMPLI,BOITE CONTENANT UN STYLO PRE-REMPLI DE 1 ML,PP,GUSELKUMAB,DERMATOLOGIE - VENEROLOGIE,MAPHAR,19815,19434,"19034,66",7989,
AMM ENREGISTREE,Commercialisé,INFLUVAC TETRA,0.5  ML,SUSPENSION INJECTABLE EN SERINGUE PREREMPLIE,BOITE D'UN SERINGUE PRE REMPLIE  DE 0.5 ML,PP,ANTIGENE DE SURFACE DE VIRUS DE LA GRIPPE TYPE A ET B INACTIVE DE 4 SOUCHES,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,MAPHAR,"125,3","78,3","74,6",7990,
AMM ENREGISTREE,Commercialisé,VALMEP,5  MG  /  160  MG,COMPRIMES PELLICULES,BOITE DE 30 COMPRIMES PELLICULES,GN,AMLODIPINE BESILATE / VALSARTAN,CARDIOLOGIE - ANGEIOLOGIE,COOPER PHARMA,"164,6","102,9",98,7991,
AMM ENREGISTREE,Commercialisé,VALMEP,5  MG  /  80  MG,COMPRIMES PELLICULES,BOITE DE 30 COMPRIMES PELLICULES,GN,AMLODIPINE BESILATE / VALSARTAN,CARDIOLOGIE - ANGEIOLOGIE,COOPER PHARMA,135,"84,4","80,36",7992,
AMM ENREGISTREE,Commercialisé,XILAM HCT,10  MG  /  160  MG  /  12.5  MG,COMPRIMES PELLICULES,BOITE DE 28,GN,AMLODIPINE  / VALSARTAN / HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,SOTHEMA,"185,2","115,7","110,23",7993,
AMM ENREGISTREE,Commercialisé,XILAM HCT,10  MG  /  160  MG  /  25  MG,COMPRIMES PELLICULES,BOITE DE 28,GN,AMLODIPINE  / VALSARTAN / HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,SOTHEMA,"185,2","115,7","110,23",7994,
AMM ENREGISTREE,Commercialisé,XILAM HCT,5  MG  /  160  MG  /  12.5  MG,COMPRIMES PELLICULES,BOITE DE 28,GN,AMLODIPINE  / VALSARTAN / HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,SOTHEMA,"182,1","113,8","108,38",7995,
AMM ENREGISTREE,Commercialisé,XILAM HCT,5  MG  /  160  MG  /  25 MG,COMPRIMES PELLICULES,BOITE DE 28,GN,AMLODIPINE  / VALSARTAN / HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,SOTHEMA,"185,2","115,7","110,23",7996,
AMM ENREGISTREE,Commercialisé,ARWACIDE,5 L,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE,BIDON DE 5 L,PP,CHLORURE DE SODIUM         CHLORURE DE MAGNESIUM  CHLORURE DE CALCIUM DIHYDRATE                        CHLORURE DE POTASSIUM    GLUCOSE MONOHYDRATE,UROLOGIE - NEPHROLOGIE,ARWA MEDIC,"69,7","43,6","41,5",7997,
AMM ENREGISTREE,Commercialisé,ITINEA,100  MG,COMPRIME PELLICULE,BOITE DE 30 COMPRIMES PELLICULES,GN,IMATINIB (MESILATE),CANCEROLOGIE - HEMATOLOGIE,AMANYS PHARMA,1212,939,"894,9",7998,
AMM ENREGISTREE,Commercialisé,ITINEA,400  MG,COMPRIME PELLICULE,BOITE DE 30 COMPRIMES PELLICULES,GN,IMATINIB (MESILATE),CANCEROLOGIE - HEMATOLOGIE,AMANYS PHARMA,3016,2693,"2564,91",7999,
AMM ENREGISTREE,Commercialisé,ARWACIDE,1000L,"SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE, CUVE DE 1000L",CUVE DE 1000 LITRES,PP,CHLORURE DE SODIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM DIHYDRATE // CHLORURE DE POTASSIUM // GLUCOSE MONOHYDRATE,UROLOGIE - NEPHROLOGIE,ARWA MEDIC,6539,6320,"6019,2",8000,
AMM ENREGISTREE,Commercialisé,VIACORLIX,"7  MG  /  2,5  MG  /  5  MG",COMPRIMES PELLICULES,BOITE DE 30,PP,PERINDOPRIL ARGININE // INDAPAMIDE // AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,SERVIER,289,"192,2","183,06",8001,
AMM ENREGISTREE,Commercialisé,CO-IRVEL,300  MG  /  25  MG,COMPRIMES PELLICULES,BOITE DE 14 COMPRIMES PELLICULES,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,NA,AFRIC PHAR,85,"53,1","50,6",8002,
AMM ENREGISTREE,Commercialisé,CO-IRVEL,300  MG  /  25  MG,COMPRIMES PELLICULES,BOITE DE 28 COMPRIMES PELLICULES,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,NA,AFRIC PHAR,"153,6",96,"91,46",8003,
AMM ENREGISTREE,Non Commercialisé,RINITA,"0,5  MG  /   ML",SOLUTION BUVABLE,FLACON DE 60 ML,GN,DESLORATADINE,NA,SOTHEMA,"23,3","14,6","13,9",8004,
AMM ENREGISTREE,Non Commercialisé,DUALKOPT,20  MG  /   ML + 5  MG  /   ML,COLLYRE EN SOLUTION FLACON DE 5 ML,BOITE D'UN FLACON MULTIDOSE,PP,DORZOLAMIDE // TIMOLOL,NA,SOTHEMA,"117,8","73,6","70,13",8005,
AMM ENREGISTREE,Non Commercialisé,EXVALS,5  /  160  MG,COMPRIMES PELLICULES,BOITES DE 14 COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN,NA,PHI,"105,2","65,7","62,62",8006,
AMM ENREGISTREE,Non Commercialisé,EXVALS,10  /  160  MG,COMPRIMES PELLICULES,BOITES DE 14 COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN,NA,PHI,110,"69,3",66,8007,
AMM ENREGISTREE,Commercialisé,EXVALS,10  /  160  MG,COMPRIMES PELLICULES,BOITES DE 28  COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN,NA,PHI,"185,2","115,7","110,24",8008,
AMM ENREGISTREE,Commercialisé,EXVALS,5  /  160  MG,COMPRIMES PELLICULES,BOITES DE 28  COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN,NA,PHI,"185,2","115,7","110,24",8009,
AMM ENREGISTREE,Non Commercialisé,EXVALS PLUS,10  /  160  /  25  MG,COMPRIMES PELLICULES,BOITES DE 14 COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"110,9","69,3",66,8010,
AMM ENREGISTREE,Commercialisé,EXVALS PLUS,10  /  160  /  25  MG,COMPRIMES PELLICULES,BOITES DE 28 COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"197,9","123,7","117,8",8011,
AMM ENREGISTREE,Commercialisé,EXVALS PLUS,10 /  160  /  12.5  MG,COMPRIMES PELLICULES,BOITES DE 28  COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"197,9","123,7","117,8",8012,
AMM ENREGISTREE,Non Commercialisé,EXVALS PLUS,10 / 160 / 12.5  MG,COMPRIMES PELLICULES,BOITES DE 14  COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"110,9","69,3",66,8013,
AMM ENREGISTREE,Non Commercialisé,EXVALS PLUS,5  /  160  /  12.5  MG,COMPRIMES PELLICULES,14 COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"103,4","64,6","61,55",8014,
AMM ENREGISTREE,Commercialisé,EXVALS PLUS,5  /  160  /  12.5  MG,COMPRIMES PELLICULES,28 COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"182,1","113,8","108,38",8015,
AMM ENREGISTREE,Non Commercialisé,EXVALS PLUS,5  /  160  /  25  MG,COMPRIMES PELLICULES,BOITES DE 14 COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"105,2","65,7","62,62",8016,
AMM ENREGISTREE,Commercialisé,EXVALS PLUS,5  /  160  /  25  MG,COMPRIMES PELLICULES,BOITES DE 28  COMPRIMES PELLICULES,GN,AMLODIPINE // VALSARTAN // HYDROCHLOROTHIAZIDE,NA,PHI,"185,2","115,7","110,24",8017,
AMM ENREGISTREE,Commercialisé,DEPRINA,20  MG,GELULE,BOITE DE 10 GELULES,GN,FLUOXETINE,NA,ISIO LABORATOIRES,"57,6",36,"34,3",8018,
AMM ENREGISTREE,Non Commercialisé,DEPRINA,20  MG,GELULE,BOITE DE 20  GELULES,GN,FLUOXETINE,NA,ISIO LABORATOIRES,"101,4","63,4","60,36",8019,
AMM ENREGISTREE,Commercialisé,DEPRINA,20  MG,GELULE,BOITE DE 30 GELULES,GN,FLUOXETINE,NA,ISIO LABORATOIRES,"148,7","92,9","88,49",8020,
AMM ENREGISTREE,Commercialisé,FULPHILA,6  MG  /  0.6  ML,"SOLUTION INJECTABLE POUR INJECTION SOUS-CUTANEE DE 0,6 ML",BOITE D'UNE SERINGUE PRE REMPLIE DE 0.6 ML,BS,PEGFILGRASTIM,NA,SYNTHEMEDIC,6742,6528,"6217,7",8021,
AMM ENREGISTREE,Non Commercialisé,GALARA,150  MG,GELULES,BOITE DE 30,GN,PREGABALINE,NA,RIM PHARMA,"187,6","117,3","111,7",8022,
AMM ENREGISTREE,Non Commercialisé,GALARA,150  MG,GELULES,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,RIM PHARMA,340,226,"215,8",8023,
AMM ENREGISTREE,Non Commercialisé,GALARA,300  MG,GELULES,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,RIM PHARMA,238,"149,3","142,23",8024,
AMM ENREGISTREE,Non Commercialisé,GALARA,300  MG,GELULES,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,RIM PHARMA,481,320,"304,86",8025,
AMM ENREGISTREE,Non Commercialisé,GALARA,75  MG,GELULES,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,RIM PHARMA,"132,3","82,7","78,78",8026,
AMM ENREGISTREE,Non Commercialisé,GALARA,75  MG,GELULES,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,RIM PHARMA,255,"159,8","152,19",8027,
AMM ENREGISTREE,Commercialisé,GEFLA,250  MG,COMPRIMES PELLICULES,BOITE DE 30 COMPRIMES PELLICULES,GN,GEFITINIB,NA,CIPLA,9400,9223,"8823,53",8028,
AMM ENREGISTREE,Non Commercialisé,GLARITUS,100 UI  /   ML,SOLUTION INJECTABLE EN CARTOUCHE MULTIDOSE DE 3 ML,5 CARTOUCHES MULTIDOSES DE 3 ML,PP,INSULINE GLARGINE,NA,BOTTU,515,342,"326,58",8029,
AMM ENREGISTREE,Non Commercialisé,GLARITUS,100 UI  /   ML,SOLUTION INJECTABLE EN CARTOUCHE MULTIDOSE DE 3 ML,BOITE 1,PP,INSULINE GLARGINE,NA,BOTTU,104,65,"61,9",8030,
AMM ENREGISTREE,Commercialisé,GLARITUS DISPOPEN,100 UL  /   ML,SOLUTION INJECTABLE EN STYLO PRE-REMPLI D’UNE CARTOUCHE MULTIDOSE DE 3 ML,BOITE DE 5 STYLOS PRE-REMPLIES CONTENANT CHACUN UNE CARTOUCHE DE 3 ML,BS,INSULINE GLARGINE,NA,BOTTU,520,346,"329,62",8031,
AMM ENREGISTREE,Commercialisé,GLARITUS DISPOPEN,100 UL  /   ML,SOLUTION INJECTABLE EN STYLO PRE-REMPLI D’UNE CARTOUCHE MULTIDOSE DE 3 ML,BOITE D'UN STYLO PRE-REMPLI D’UNE CARTOUCHE DE 3 ML,BS,INSULINE GLARGINE,NA,BOTTU,"106,7","66,7","63,51",8032,
